Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Lutein+Zeaxanthin (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2020/11/23,11:52 AM,Lunch,"Coffee, Prepared From Grounds",10.00 fl oz,2.96,0,118.4,294.2,0.04,0.22,0.57,0.75,0,0,0,5.92,0,0,0,0,0.03,0.3,5.92,0.01,0.03,8.88,0.07,8.88,145.04,0,5.92,0.06,1.39,1.39,0,0,0,0.06,0,0.04,0,0.01,0,0,0,0.01,0.01,0.01,0.01,0,0,0.01,0.36,0,0,0.01,0.01,Beverages
2020/11/23,11:52 AM,Lunch,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",0.80 cup,59.17,0,0,180.72,0.05,0.41,0.14,0.06,0.08,2.4,1.72,19.64,0,400,0.59,96.03,0.12,6.61,240,0.14,0.87,32,0.28,84.28,240,4.48,67.96,0.48,2.88,2.06,0,0.81,0.81,3.09,0,0.68,1.74,0.45,0,0.21,1.51,0.09,0.15,0.28,0.47,0.38,0.08,0.3,6.26,0.25,0.08,0.22,0.29,Beverages
2020/11/23,11:53 AM,Lunch,"Orgain, Organic Protein & Superfoods, Vanilla Bean",1.00 x 2.0 scoops,160,,,,0.4,0.5,1,1,0.6,0.1,,19,,36.63,16,0,,,82,,8,24,,,97,,310,,21,5,,1,16,4.5,0,,,0.5,0,,,0.39,0.45,1,1.77,0.83,0.53,1.19,21,0.76,0.19,0.12,0.12,Supplements
2020/11/23,07:15 PM,Dinner,"Meatballs, without Sauce, Ground Turkey","1.00 medium - 1 1/2"" diameter",68.04,0,0,19.51,0.05,0.08,1.62,0.33,0.1,0.35,0.72,8.93,11.43,44.8,0.23,6.01,0.05,0.32,22.31,0.05,0.58,7.68,0.05,62.9,73.34,8.38,158.52,0.74,3.09,0.21,2.04,0.63,2.87,3.71,30.89,1.27,0.95,1.01,0.05,0.06,0.85,0.07,0.16,0.25,0.45,0.46,0.16,0.23,5.51,0.25,0.06,0.2,0.26,"Meals, Entrees, and Sidedishes"
2020/11/23,07:16 PM,Dinner,"Mushrooms, Cooked from Fresh","1.50 cup, chopped",65.52,0,0,213.12,0.17,0.7,10.44,5.05,0.22,0,0,42.12,0,0,9.36,18.72,0.02,0,14.04,1.18,4.07,28.08,0.27,203.58,833.02,27.85,4.68,2.04,12.38,5.15,2.9,5.48,7.23,1.1,0,0.02,0.43,0.14,0,0,0.42,0.02,0.09,0.12,0.2,0.18,0.05,0.14,5.08,0.18,0.06,0.07,0.38,Vegetables and Vegetable Products
2020/11/23,07:17 PM,Dinner,Brioche Bread,2.50 small,357.96,0,0,41.37,0.52,0.42,3.45,0.67,0.07,0.3,2.84,135.34,83.99,134.2,0.03,24.69,0.36,4.9,34.56,0.08,2.72,15.63,0.37,109.96,108.5,24.81,220.64,0.71,48.39,1.81,38.61,7.98,46.58,13.88,85.8,5.41,2.6,4.8,1.17,0.13,2.35,0.18,0.2,0.37,0.66,0.37,0.2,0.45,8.84,0.31,0.11,0.3,0.43,Baked Products
2020/11/23,07:18 PM,Dinner,"Tomato Raw, Includes Cherry, Grape, Roma",3.00 wedge - 1/8 medium,8.3,0,0,43.6,0.02,0.01,0.27,0.04,0.04,0,207.1,6.92,56.73,384.22,6.32,0,0.25,3.64,4.61,0.03,0.12,5.07,0.05,11.07,109.32,0,2.31,0.08,1.79,0.55,0,1.21,1.24,0.09,0,0.01,0.04,0.01,0,0,0,0,0.01,0.01,0.01,0.01,0,0.01,0.41,0.01,0,0.01,0.01,Vegetables and Vegetable Products
2020/11/23,09:45 PM,Dinner,Nestle Toll House Chocolate Chips,4.00 Tablespoon,280,,,,,,,,,,,,,,,,,,,,,,,,,,0,,36,,,32,36,16,0,,,10,,,,,,,,,,,,,,,,Sweets
2020/11/23,05:28 PM,Snack,"Tortilla Chips, Yellow, Plain, Salted",1.00 oz,140.9,,,0.55,0.04,0.01,0.42,0.12,0.06,,11.06,6.24,339.63,44.79,,,0.84,0.17,29.48,0.03,0.37,23.81,0.1,66.34,58.4,2.38,87.89,0.41,19.1,1.33,17.17,0.34,17.77,6.33,,2.43,2.6,0.79,0.02,0.09,2.49,,,,,,,,1.88,,,,,Snacks
2020/11/24,10:44 AM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",1.60 cup,118.33,0,0,361.43,0.1,0.82,0.28,0.12,0.16,4.8,3.44,39.27,0,799.99,1.17,192.07,0.24,13.21,480,0.28,1.73,64,0.57,168.56,480,8.96,135.92,0.96,5.75,4.13,0,1.63,1.62,6.17,0,1.36,3.48,0.89,0,0.41,3.02,0.18,0.31,0.56,0.93,0.76,0.16,0.6,12.53,0.5,0.17,0.43,0.57,Beverages
2020/11/24,10:44 AM,Breakfast,"Coffee, Prepared From Grounds",18.00 fl oz,5.33,0,213.12,529.56,0.07,0.4,1.02,1.35,0.01,0,0,10.66,0,0,0,0,0.05,0.53,10.66,0.01,0.05,15.98,0.12,15.98,261.08,0,10.66,0.11,2.5,2.5,0,0,0,0.11,0,0.08,0.01,0.01,0,0,0,0.01,0.01,0.01,0.03,0.01,0,0.02,0.64,0.01,0,0.01,0.02,Beverages
2020/11/24,10:44 AM,Breakfast,"Vega One, All In One Shake, Chocolate",0.80 scoop,144,,,,0.64,0.72,10.88,4.08,0.8,1.2,,168,,320,32,224,8.16,47.2,144,,5.6,32,,176,376,,176,,12,3.2,,0.8,8.8,4.8,0,0.8,2.4,0.8,0,,,,,,,,,,16,,,,,Beverages
2020/11/24,10:45 AM,Breakfast,"Strawberries, Fresh","0.70 cup, halves",34.05,0,0,96.77,0.03,0.02,0.41,0.13,0.05,0,7.45,25.54,27.66,12.77,62.56,0,0.3,2.34,17.02,0.05,0.44,13.83,0.41,25.54,162.79,0.43,1.06,0.15,8.17,2.13,0.04,5.2,6.04,0.32,0,0.05,0.16,0.02,0,0.07,0.1,0.01,0.01,0.02,0.04,0.03,0,0.02,0.71,0.02,0.01,0.02,0.02,Fruits and Fruit Juices
2020/11/24,10:45 AM,Breakfast,"Blueberries, Fresh","0.70 cup, whole pieces",59.05,0,0,87.24,0.04,0.04,0.43,0.13,0.05,0,33.15,6.22,82.88,55.94,10.05,0,0.6,19.99,6.22,0.06,0.29,6.22,0.35,12.43,79.77,0.1,1.04,0.17,15.01,2.49,0.03,10.32,12.53,0.34,0,0.05,0.15,0.03,0,0.06,0.09,0.01,0.01,0.02,0.05,0.01,0.01,0.03,0.77,0.02,0,0.01,0.03,Fruits and Fruit Juices
2020/11/24,10:45 AM,Breakfast,"Pineapple, Fresh","0.70 cup, chunks",57.75,0,0,99.33,0.09,0.04,0.58,0.25,0.13,0,40.43,20.79,0,66.99,55.21,0,0.02,0.81,15.02,0.13,0.33,13.86,1.07,9.24,125.9,0.12,1.16,0.14,15.15,1.62,0,11.38,13.54,0.14,0,0.02,0.05,0.01,0,0.02,0.03,0.02,0.01,0.02,0.03,0.03,0.01,0.02,0.62,0.02,0.01,0.02,0.03,Fruits and Fruit Juices
2020/11/24,02:28 PM,Lunch,"Chicken Breast, Skin Removed Before Cooking",2.00 oz,98.09,0,0,36.72,0.04,0.07,7.04,0.55,0.34,0.19,0,2.27,0,16.44,0,2.83,0.15,0.17,8.5,0.03,0.6,15.31,0.01,122.47,140.05,13.83,43.66,0.7,0,0,0,0,0,2.56,48.19,0.87,0.56,0.72,0.05,0.06,0.46,0.22,0.54,0.93,1.31,1.49,0.48,0.7,17.53,0.74,0.2,0.59,0.87,Poultry Products
2020/11/24,02:28 PM,Lunch,"Brown Rice, Steamed",0.80 cup,198.76,0,0,113.55,0.29,0.11,4.14,0.61,0.2,0,0,14.54,0,0,0,0,0.27,0.32,4.85,0.17,0.9,63.02,1.57,166.44,138.97,9.37,6.46,1.15,41.34,2.59,40.06,0.39,38.75,1.57,0,0.6,0.59,0.42,0,0.02,0.57,0.05,0.11,0.18,0.35,0.16,0.09,0.21,4.43,0.15,0.05,0.16,0.24,Cereal Grains and Pasta
2020/11/24,02:28 PM,Lunch,"Red Bell Peppers, Raw","1.00 ring - 3"" diameter x 1/4""",2.6,0,0,9.22,0.01,0.01,0.1,0.03,0.03,0,162.4,4.6,5.1,313.1,12.77,0,0.16,0.49,0.7,0,0.04,1.2,0.01,2.6,21.1,0.01,0.4,0.03,0.6,0.21,0,0.42,0.39,0.03,0,0,0.02,0.01,0,0.01,0,0,0,0,0,0,0,0.01,0.1,0,0,0,0,Vegetables and Vegetable Products
2020/11/24,02:29 PM,Lunch,"Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0,0,155.72,0.03,0.05,0.17,0.11,0.07,0,49.14,5.46,52.78,98.28,8.37,0,0.38,4,10.92,0.05,0.22,9.1,0.06,20.02,194.74,0,1.82,0.07,25.13,4.37,0.09,18.91,20.77,0.31,0,0.01,0.09,0.05,0,0.02,0.08,0,0.01,0.01,0.02,0.02,0,0.01,0.47,0.01,0,0,0.02,Fruits and Fruit Juices
2020/11/24,11:48 AM,Dinner,"Carrots, Raw",0.70 cup,44.46,0,0,95.75,0.07,0.06,1.07,0.3,0.15,0,8985.1,20.61,277.63,18117.69,6.4,0,0.93,9,35.79,0.05,0.33,13.01,0.16,37.96,347.04,0.11,74.83,0.26,10.39,3.04,1.55,5.14,7.35,0.26,0,0.01,0.11,0.03,0,0,0,0.09,0.04,0.08,0.11,0.11,0.02,0.07,1.01,0.21,0.01,0.05,0.07,Vegetables and Vegetable Products
2020/11/24,11:48 AM,Dinner,"Chicken Breast, Skin Removed Before Cooking",3.00 oz,147.13,0,0,55.08,0.06,0.1,10.56,0.83,0.51,0.29,0,3.4,0,24.66,0,4.25,0.23,0.26,12.76,0.04,0.9,22.96,0.01,183.7,210.07,20.75,65.49,1.05,0,0,0,0,0,3.84,72.29,1.31,0.83,1.08,0.08,0.09,0.7,0.34,0.82,1.39,1.97,2.23,0.73,1.04,26.29,1.11,0.31,0.89,1.3,Poultry Products
2020/11/24,11:48 AM,Dinner,"Mashed Potatoes, Prepared from Fresh","1.00 cup, mashed",263.65,0,0,189.64,0.22,0.08,2.84,1.17,1.04,1.44,64.93,20.53,19.31,483.76,15.93,10.8,0.82,17.18,46.23,0.36,0.67,45.58,0.3,107.97,738.21,1.19,368.86,0.68,44,4.4,33.9,3.04,39.61,8.82,1.75,1.49,3.51,2.37,0.02,0.42,2.98,0.05,0.1,0.19,0.29,0.28,0.08,0.2,4.4,0.16,0.07,0.17,0.25,Vegetables and Vegetable Products
2020/11/24,11:48 AM,Dinner,"Mushrooms, Cooked from Fresh","0.50 cup, chopped",21.84,0,0,71.04,0.06,0.23,3.48,1.68,0.07,0,0,14.04,0,0,3.12,6.24,0.01,0,4.68,0.39,1.36,9.36,0.09,67.86,277.67,9.28,1.56,0.68,4.13,1.72,0.97,1.83,2.41,0.37,0,0.01,0.14,0.05,0,0,0.14,0.01,0.03,0.04,0.07,0.06,0.02,0.05,1.69,0.06,0.02,0.02,0.13,Vegetables and Vegetable Products
2020/11/24,11:49 AM,Dinner,"Onion, White, Yellow or Red, Cooked","0.50 cup, chopped",46.2,0,0,92.25,0.04,0.02,0.17,0.12,0.14,0,1.05,15.75,4.2,2.1,5.46,0,0.01,0.52,23.1,0.07,0.25,11.55,0.16,36.75,174.29,0.63,3.15,0.22,10.66,1.47,0,4.97,9.19,0.2,0,0.03,0.08,0.03,0,0,0,0.03,0.02,0.05,0.05,0.07,0.01,0.04,1.43,0.03,0.02,0.04,0.03,Vegetables and Vegetable Products
2020/11/24,11:49 AM,Dinner,"Green Beans, Cooked from Fresh","0.50 cup, cut pieces",21.87,0,0,55.76,0.05,0.06,0.38,0.05,0.03,0,237.5,20.62,400.62,395.62,6.06,0,0.29,29.94,27.5,0.04,0.41,11.25,0.18,18.12,91.25,0.12,0.62,0.16,4.92,2,0.72,2.27,2.92,0.17,0,0.01,0.09,0.04,0,0.06,0,0.01,0.02,0.04,0.07,0.06,0.01,0.04,1.18,0.05,0.01,0.03,0.06,Vegetables and Vegetable Products
2020/11/24,11:49 AM,Dinner,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",1.00 cup,73.96,0,0,225.9,0.07,0.51,0.17,0.08,0.1,3,2.15,24.55,0,499.99,0.73,120.04,0.15,8.26,300,0.17,1.08,40,0.35,105.35,300,5.6,84.95,0.6,3.59,2.58,0,1.02,1.01,3.86,0,0.85,2.18,0.56,0,0.26,1.89,0.11,0.19,0.35,0.58,0.48,0.1,0.37,7.83,0.31,0.1,0.27,0.36,Beverages
2020/11/24,11:49 AM,Dinner,Vanilla Wafers,10.00 small,136.57,0,0,2.6,0.11,0.09,0.82,0.11,0.01,0.03,0.04,28.28,3.52,2.09,0.01,0.26,1.22,4.09,20.8,0.02,0.65,4.83,0.1,27.4,29.76,5.86,97.52,0.16,21.76,0.41,9.96,11.25,21.34,4.97,1.15,0.97,2.66,1.09,0.01,0.13,2.51,0.03,0.03,0.06,0.11,0.04,0.03,0.08,1.55,0.05,0.02,0.05,0.06,Sweets
2020/11/25,04:10 PM,Breakfast,"Coffee, Prepared From Grounds",30.00 fl oz,8.88,0,355.21,882.6,0.12,0.67,1.7,2.26,0.01,0,0,17.76,0,0,0,0,0.09,0.89,17.76,0.02,0.09,26.64,0.2,26.64,435.13,0,17.76,0.18,4.17,4.17,0,0,0,0.18,0,0.13,0.01,0.02,0,0,0,0.02,0.02,0.02,0.04,0.01,0,0.03,1.07,0.01,0,0.02,0.03,Beverages
2020/11/25,04:10 PM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",3.00 cup,221.88,0,0,677.69,0.2,1.53,0.52,0.23,0.3,9,6.45,73.64,0,1499.98,2.19,360.12,0.45,24.77,899.99,0.52,3.24,120,1.06,316.05,899.99,16.8,254.86,1.8,10.78,7.74,0,3.05,3.04,11.57,0,2.56,6.53,1.68,0,0.77,5.67,0.34,0.58,1.04,1.75,1.43,0.29,1.12,23.49,0.93,0.31,0.81,1.07,Beverages
2020/11/25,04:10 PM,Breakfast,"Orgain, Organic Protein & Superfoods, Vanilla Bean",1.50 x 2.0 scoops,240,,,,0.6,0.75,1.5,1.5,0.9,0.15,,28.5,,54.95,24,0,,,123,,12,36,,,145.5,,465,,31.5,7.5,,1.5,24,6.75,0,,,0.75,0,,,0.58,0.67,1.5,2.66,1.24,0.8,1.79,31.5,1.14,0.28,0.18,0.18,Supplements
2020/11/25,04:11 PM,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
2020/11/25,04:12 PM,Breakfast,"Blueberries, Fresh","0.70 cup, whole pieces",59.05,0,0,87.24,0.04,0.04,0.43,0.13,0.05,0,33.15,6.22,82.88,55.94,10.05,0,0.6,19.99,6.22,0.06,0.29,6.22,0.35,12.43,79.77,0.1,1.04,0.17,15.01,2.49,0.03,10.32,12.53,0.34,0,0.05,0.15,0.03,0,0.06,0.09,0.01,0.01,0.02,0.05,0.01,0.01,0.03,0.77,0.02,0,0.01,0.03,Fruits and Fruit Juices
2020/11/25,04:12 PM,Lunch,"Sushi At Home, Ahi Tuna Poke",3.00 oz,100.06,,,,,,,,,,,,,,,0,,,26.01,,0.36,,,,156.76,,456.93,,2.33,0,,2,2.33,1,33.35,,,0.33,0,,,,,,,,,,20.01,,,,,Finfish and Shellfish Products
2020/11/25,04:13 PM,Lunch,"Lettuce, Mixed Greens","3.00 cup, chopped",28.38,0,0,155.26,0.11,0.14,0.64,0.44,0.14,0,5575.72,177.89,6137.78,9294.29,16.7,0,0.98,319.08,78.55,0.11,1.91,42.25,0.61,51.49,479.88,0.76,48.52,0.62,5.32,3.27,0.03,1.52,2.05,0.39,0,0.01,0.19,0.06,0,0.12,0,0.02,0.05,0.12,0.17,0.14,0.03,0.11,2.51,0.1,0.02,0.07,0.12,Vegetables and Vegetable Products
2020/11/25,04:13 PM,Lunch,"Tortilla Chips, Yellow, Plain, Salted",1.00 oz,140.9,,,0.55,0.04,0.01,0.42,0.12,0.06,,11.06,6.24,339.63,44.79,,,0.84,0.17,29.48,0.03,0.37,23.81,0.1,66.34,58.4,2.38,87.89,0.41,19.1,1.33,17.17,0.34,17.77,6.33,,2.43,2.6,0.79,0.02,0.09,2.49,,,,,,,,1.88,,,,,Snacks
2020/11/25,04:13 PM,Lunch,Nestle Toll House Chocolate Chips,1.50 Tablespoon,105,,,,,,,,,,,,,,,,,,,,,,,,,,0,,13.5,,,12,13.5,6,0,,,3.75,,,,,,,,,,,,,,,,Sweets
2020/11/27,12:37 PM,Breakfast,"Coffee, Prepared From Grounds",30.00 fl oz,8.88,0,355.21,882.6,0.12,0.67,1.7,2.26,0.01,0,0,17.76,0,0,0,0,0.09,0.89,17.76,0.02,0.09,26.64,0.2,26.64,435.13,0,17.76,0.18,4.17,4.17,0,0,0,0.18,0,0.13,0.01,0.02,0,0,0,0.02,0.02,0.02,0.04,0.01,0,0.03,1.07,0.01,0,0.02,0.03,Beverages
2020/11/27,12:37 PM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.50 cup,184.9,0,0,564.74,0.16,1.28,0.43,0.19,0.25,7.5,5.38,61.36,0,1249.99,1.83,300.1,0.38,20.64,749.99,0.44,2.7,100,0.89,263.37,749.99,14,212.38,1.5,8.98,6.45,0,2.54,2.53,9.64,0,2.13,5.44,1.4,0,0.64,4.73,0.29,0.48,0.87,1.46,1.19,0.24,0.94,19.57,0.78,0.26,0.67,0.89,Beverages
2020/11/27,12:37 PM,Breakfast,"Vega One, All In One Shake, Chocolate",1.00 scoop,180,,,,0.8,0.9,13.6,5.1,1,1.5,,210,,400,40,280,10.2,59,180,,7,40,,220,470,,220,,15,4,,1,11,6,0,1,3,1,0,,,,,,,,,,20,,,,,Beverages
2020/11/27,12:37 PM,Breakfast,"Orgain, Organic Protein & Superfoods, Vanilla Bean",0.50 x 2.0 scoops,80,,,,0.2,0.25,0.5,0.5,0.3,0.05,,9.5,,18.32,8,0,,,41,,4,12,,,48.5,,155,,10.5,2.5,,0.5,8,2.25,0,,,0.25,0,,,0.19,0.22,0.5,0.89,0.41,0.27,0.6,10.5,0.38,0.09,0.06,0.06,Supplements
2020/11/27,12:41 PM,Breakfast,"Blueberries, Fresh","1.00 cup, whole pieces",84.36,0,0,124.63,0.05,0.06,0.62,0.18,0.08,0,47.36,8.88,118.4,79.92,14.36,0,0.86,28.56,8.88,0.08,0.41,8.88,0.5,17.76,113.96,0.15,1.48,0.24,21.45,3.55,0.04,14.74,17.89,0.49,0,0.07,0.22,0.04,0,0.09,0.13,0.01,0.02,0.03,0.07,0.02,0.02,0.04,1.1,0.03,0,0.01,0.05,Fruits and Fruit Juices
2020/11/27,12:42 PM,Lunch,"Lettuce, Mixed Greens","2.50 cup, chopped",23.65,0,0,129.38,0.09,0.12,0.53,0.37,0.12,0,4646.43,148.24,5114.81,7745.24,13.92,0,0.82,265.9,65.46,0.09,1.59,35.2,0.51,42.91,399.9,0.63,40.43,0.52,4.43,2.72,0.03,1.27,1.71,0.32,0,0.01,0.16,0.05,0,0.1,0,0.02,0.04,0.1,0.14,0.11,0.03,0.09,2.09,0.08,0.02,0.06,0.1,Vegetables and Vegetable Products
2020/11/27,12:42 PM,Lunch,"Cranberry Sauce, Jellied",2.00 tbsp,55.05,0,0,20.24,0.01,0.01,0.03,0.04,0,0,6.92,0.35,16.62,11.43,0.35,0,0.32,0.48,1.04,0.01,0.14,0.69,0.03,1.38,9.69,0.14,1.73,0.01,13.99,0.38,0,10.99,13.61,0.05,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0.31,0,0,0,0,Fruits and Fruit Juices
2020/11/27,12:45 PM,Lunch,"Pineapple, Fresh","0.70 cup, chunks",57.75,0,0,99.33,0.09,0.04,0.58,0.25,0.13,0,40.43,20.79,0,66.99,55.21,0,0.02,0.81,15.02,0.13,0.33,13.86,1.07,9.24,125.9,0.12,1.16,0.14,15.15,1.62,0,11.38,13.54,0.14,0,0.02,0.05,0.01,0,0.02,0.03,0.02,0.01,0.02,0.03,0.03,0.01,0.02,0.62,0.02,0.01,0.02,0.03,Fruits and Fruit Juices
2020/11/27,08:05 PM,Dinner,"Brussels Sprouts, Cooked from Fresh",1.00 cup,80.25,0,0,198.18,0.24,0.18,1.35,0.56,0.4,0,1036.62,133.76,2875.79,1727.7,138.22,0,0.96,312.77,80.25,0.19,2.68,44.59,0.51,124.84,706.69,3.34,46.82,0.74,15.83,5.8,0.78,3.88,10.03,1.11,0,0.08,0.57,0.23,0,0.39,0,0.04,0.13,0.22,0.25,0.26,0.05,0.16,5.68,0.2,0.06,0.08,0.26,Vegetables and Vegetable Products
2020/11/27,08:05 PM,Dinner,Kaiser Roll,"1.00 medium - 3 3/4"" diameter",164.08,0,0,17.36,0.27,0.19,2.37,0.23,0.02,0,0,84.56,32.48,0,0,0,0.24,0.34,53.2,0.09,1.84,15.12,0.26,56,60.48,21.9,304.64,0.53,29.51,1.29,28.17,0.99,28.22,2.41,0,0.63,0.96,0.34,0.6,0.05,0.28,0.12,0.12,0.21,0.39,0.14,0.1,0.27,5.54,0.16,0.07,0.16,0.24,Baked Products
2020/11/27,08:05 PM,Dinner,"Chicken Breast, Skin Removed Before Cooking",2.00 oz,98.09,0,0,36.72,0.04,0.07,7.04,0.55,0.34,0.19,0,2.27,0,16.44,0,2.83,0.15,0.17,8.5,0.03,0.6,15.31,0.01,122.47,140.05,13.83,43.66,0.7,0,0,0,0,0,2.56,48.19,0.87,0.56,0.72,0.05,0.06,0.46,0.22,0.54,0.93,1.31,1.49,0.48,0.7,17.53,0.74,0.2,0.59,0.87,Poultry Products
2020/11/27,08:06 PM,Dinner,"Zucchini, Cooked from Fresh","0.80 cup, diced",25.2,0,0,159.96,0.06,0.04,0.86,0.48,0.13,0,1125.56,47.04,1931.94,1876.5,21.67,0,0.2,7.06,30.24,0.09,0.62,31.92,0.29,62.16,443.51,0.34,5.04,0.55,4.52,1.68,0,2.87,2.84,0.6,0,0.05,0.25,0.12,0,0.16,0.1,0.01,0.02,0.04,0.06,0.06,0.02,0.04,1.92,0.03,0.01,0.03,0.05,Vegetables and Vegetable Products
2020/11/27,08:06 PM,Dinner,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",1.40 cup,103.54,0,0,316.25,0.09,0.71,0.24,0.11,0.14,4.2,3.01,34.36,0,699.99,1.02,168.06,0.21,11.56,420,0.24,1.51,56,0.5,147.49,420,7.84,118.93,0.84,5.03,3.61,0,1.42,1.42,5.4,0,1.19,3.05,0.78,0,0.36,2.65,0.16,0.27,0.49,0.82,0.67,0.14,0.52,10.96,0.44,0.15,0.38,0.5,Beverages
2020/11/27,08:07 PM,Dinner,"Pudding Pie, Chocolate","0.50 piece - single crust - 1/8 of 9"" pie",111.81,0,0.43,29.02,0.07,0.1,0.5,0.14,0.02,0.15,1.15,17.56,1.65,54.47,0.06,14.04,0.07,2.35,36.43,0.03,0.45,7.68,0.08,39.27,63.12,3.52,175.82,0.23,12.78,0.46,6.81,5.67,12.32,5.83,5.13,2.26,1.05,2.23,0.57,0.05,0.92,0.02,0.05,0.08,0.15,0.1,0.04,0.1,1.9,0.07,0.02,0.08,0.1,Sweets
2020/11/27,02:15 PM,Snack,"Tortilla Chips, Yellow, Plain, Salted",1.50 oz,211.35,,,0.82,0.06,0.02,0.64,0.17,0.09,,16.58,9.36,509.45,67.19,,,1.26,0.26,44.23,0.04,0.56,35.72,0.15,99.51,87.6,3.57,131.83,0.62,28.65,2,25.75,0.51,26.65,9.5,,3.65,3.9,1.18,0.03,0.14,3.74,,,,,,,,2.82,,,,,Snacks
2020/11/29,10:26 AM,Breakfast,"Coffee, Prepared From Grounds",40.00 fl oz,11.84,0,473.61,1176.8,0.17,0.9,2.26,3.01,0.01,0,0,23.68,0,0,0,0,0.12,1.18,23.68,0.02,0.12,35.52,0.27,35.52,580.17,0,23.68,0.24,5.56,5.56,0,0,0,0.24,0,0.18,0.01,0.02,0,0,0,0.02,0.02,0.02,0.06,0.01,0,0.04,1.42,0.01,0,0.02,0.04,Beverages
2020/11/29,10:26 AM,Breakfast,"Vega One, All In One Shake, Chocolate",1.70 scoop,306,,,,1.36,1.53,23.12,8.67,1.7,2.55,,357,,680,68,476,17.34,100.3,306,,11.9,68,,374,799,,374,,25.5,6.8,,1.7,18.7,10.2,0,1.7,5.1,1.7,0,,,,,,,,,,34,,,,,Beverages
2020/11/29,10:26 AM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",3.00 cup,221.88,0,0,677.69,0.2,1.53,0.52,0.23,0.3,9,6.45,73.64,0,1499.98,2.19,360.12,0.45,24.77,899.99,0.52,3.24,120,1.06,316.05,899.99,16.8,254.86,1.8,10.78,7.74,0,3.05,3.04,11.57,0,2.56,6.53,1.68,0,0.77,5.67,0.34,0.58,1.04,1.75,1.43,0.29,1.12,23.49,0.93,0.31,0.81,1.07,Beverages
2020/11/29,10:26 AM,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
2020/11/29,01:26 PM,Lunch,"Chicken Breast, Skin Removed Before Cooking",2.00 oz,98.09,0,0,36.72,0.04,0.07,7.04,0.55,0.34,0.19,0,2.27,0,16.44,0,2.83,0.15,0.17,8.5,0.03,0.6,15.31,0.01,122.47,140.05,13.83,43.66,0.7,0,0,0,0,0,2.56,48.19,0.87,0.56,0.72,0.05,0.06,0.46,0.22,0.54,0.93,1.31,1.49,0.48,0.7,17.53,0.74,0.2,0.59,0.87,Poultry Products
2020/11/29,01:26 PM,Lunch,"Spinach, Raw","1.00 cup, cut pieces",6.9,0,0,27.42,0.02,0.06,0.22,0.02,0.06,0,1687.86,58.2,3659.54,2813.21,8.43,0,0.59,144.88,29.7,0.04,0.81,23.7,0.27,14.7,167.41,0.3,23.7,0.16,1.09,0.66,0.03,0.13,0.43,0.12,0,0,0.05,0.02,0,0.04,0,0.01,0.02,0.04,0.07,0.05,0.02,0.04,0.86,0.04,0.01,0.03,0.05,Vegetables and Vegetable Products
